# Created At: Sun Aug 25 2024 14:56:20 GMT-0400 (Eastern Daylight Time)
# We regularly expand our single cell data corpus to improve results. Downloaded data and figures may differ in the future.
# Link Generated: https://cellxgene.cziscience.com/gene-expression?diseases=PATO%3A0000461&genes=GRIA1%2CGRIA2%2CGRIA3%2CGRIA4%2CGRIK1%2CGRIK2%2CGRIK3%2CGRIK4%2CGRIK5%2CGRIN1%2CGRIN2A%2CGRIN2B%2CGRIN2C%2CGRIN2D%2CGRIN3A%2CGRIN3B%2CGRID1%2CGRID2&ver=2
# Dataset Filter Values: No selection
# Disease Filter Values: normal
# Self-Reported Ethnicity Filter Values: No selection
# Publication Filter Values: No selection
# Sex Filter Values: No selection
# Organism Filter Value: Homo sapiens
Tissue,Cell Type,Cell Count,Tissue Composition,Gene Symbol,Expression,"Expression, Scaled",Number of Cells Expressing Genes
lamina propria,mast cell,2123,,GRIN2D,,,
lamina propria,mast cell,2123,,GRIN3A,,,
lamina propria,mast cell,2123,,GRIN3B,,,
lamina propria,mast cell,2123,,GRID1,,,
lamina propria,mast cell,2123,,GRID2,,,
large intestine,aggregated,78422,0.21%,GRIA1,1.8307721241410957,0.21711363642227208,166
large intestine,aggregated,78422,0.10%,GRIA2,2.072051429748535,0.33553157871469363,80
large intestine,aggregated,78422,0.63%,GRIA3,1.7122282212780369,0.15893324248829974,496
large intestine,aggregated,78422,1.47%,GRIA4,1.7592090311208115,0.1819910460359629,1149
large intestine,aggregated,78422,0.03%,GRIK1,1.7320761108398437,0.16867442702478214,25
large intestine,aggregated,78422,0.15%,GRIK2,1.7977910580842391,0.2009267945079568,115
large intestine,aggregated,78422,0.18%,GRIK3,1.76025390625,0.18250386234418098,144
large intestine,aggregated,78422,0.07%,GRIK4,1.6985227476875737,0.15220670629971195,53
large intestine,aggregated,78422,0.05%,GRIK5,1.702356037340666,0.15408805402568962,38
large intestine,aggregated,78422,0.13%,GRIN1,1.7520046789669297,0.17845520795210879,103
large intestine,aggregated,78422,0.33%,GRIN2A,1.7240759654394908,0.1647480200170824,259
large intestine,aggregated,78422,0.02%,GRIN2B,1.8004957345815806,0.20225422797588527,13
large intestine,aggregated,78422,0.04%,GRIN2C,1.6615201234817505,0.13404611599611388,32
large intestine,aggregated,78422,0.02%,GRIN2D,1.863539695739746,0.23319569697389253,16
large intestine,aggregated,78422,0.01%,GRIN3A,1.6754480361938477,0.14088182351625425,5
large intestine,aggregated,78422,0.00%,GRIN3B,1.600243091583252,0.10397184166521353,3
large intestine,aggregated,78422,0.23%,GRID1,1.7250484612470116,0.16522531313645994,183
large intestine,aggregated,78422,0.08%,GRID2,1.7544341087341309,0.17964755253902492,64
large intestine,mast cell,78,,GRIA1,,,
large intestine,mast cell,78,,GRIA2,,,
large intestine,mast cell,78,,GRIA3,,,
large intestine,mast cell,78,0.00%,GRIA4,1.4047236442565918,0.008012469715409972,1
large intestine,mast cell,78,,GRIK1,,,
large intestine,mast cell,78,,GRIK2,,,
large intestine,mast cell,78,,GRIK3,,,
large intestine,mast cell,78,,GRIK4,,,
large intestine,mast cell,78,,GRIK5,,,
large intestine,mast cell,78,,GRIN1,,,
large intestine,mast cell,78,,GRIN2A,,,
large intestine,mast cell,78,,GRIN2B,,,
large intestine,mast cell,78,,GRIN2C,,,
large intestine,mast cell,78,,GRIN2D,,,
large intestine,mast cell,78,,GRIN3A,,,
large intestine,mast cell,78,,GRIN3B,,,
large intestine,mast cell,78,,GRID1,,,
large intestine,mast cell,78,,GRID2,,,
liver,aggregated,602424,0.04%,GRIA1,1.9996936726120282,0.30001897357258184,265
liver,aggregated,602424,0.04%,GRIA2,1.993275402887771,0.29686893842178086,219
liver,aggregated,602424,0.28%,GRIA3,1.8834568687797089,0.2429708852841235,1683
liver,aggregated,602424,0.04%,GRIA4,2.0764299732770106,0.33768053265657655,258
liver,aggregated,602424,0.13%,GRIK1,1.8746517271657068,0.23864939261031773,803
liver,aggregated,602424,0.15%,GRIK2,2.0102405322737646,0.3051952874534821,931
liver,aggregated,602424,0.02%,GRIK3,2.016126861572266,0.3080842505223588,100
liver,aggregated,602424,0.12%,GRIK4,1.8051112725482723,0.20451949688161328,738
liver,aggregated,602424,0.03%,GRIK5,2.1144090924944194,0.35632037885673673,210
liver,aggregated,602424,0.01%,GRIN1,2.017638262580423,0.3088260339791459,68
liver,aggregated,602424,0.04%,GRIN2A,1.883589253994663,0.24303585888268947,243
liver,aggregated,602424,0.06%,GRIN2B,1.8696729044927167,0.2362058264930744,369
liver,aggregated,602424,0.05%,GRIN2C,1.7568281480482408,0.1808225277762519,286
liver,aggregated,602424,0.06%,GRIN2D,1.9264528039383562,0.2640729443919578,365
liver,aggregated,602424,0.04%,GRIN3A,1.7920542255813527,0.1981112032637853,213
liver,aggregated,602424,0.01%,GRIN3B,2.013002395629883,0.3065507877716755,56
liver,aggregated,602424,0.20%,GRID1,1.8327953837297044,0.21810663595285043,1201
liver,aggregated,602424,0.14%,GRID2,2.0299854463743934,0.3148859324619738,824
liver,mast cell,1417,,GRIA1,,,
liver,mast cell,1417,,GRIA2,,,
liver,mast cell,1417,,GRIA3,,,
liver,mast cell,1417,,GRIA4,,,
liver,mast cell,1417,,GRIK1,,,
liver,mast cell,1417,,GRIK2,,,
liver,mast cell,1417,,GRIK3,,,
liver,mast cell,1417,,GRIK4,,,
liver,mast cell,1417,,GRIK5,,,
liver,mast cell,1417,,GRIN1,,,
liver,mast cell,1417,,GRIN2A,,,
liver,mast cell,1417,,GRIN2B,,,
liver,mast cell,1417,,GRIN2C,,,
liver,mast cell,1417,,GRIN2D,,,
liver,mast cell,1417,,GRIN3A,,,
liver,mast cell,1417,,GRIN3B,,,
liver,mast cell,1417,,GRID1,,,
liver,mast cell,1417,,GRID2,,,
lung,aggregated,1331290,0.91%,GRIA1,2.1833722665942927,0.3901669499511838,12090
lung,aggregated,1331290,0.11%,GRIA2,1.9265933980140582,0.264141946833345,1476
lung,aggregated,1331290,0.31%,GRIA3,1.9083098964550012,0.2551685513443576,4189
lung,aggregated,1331290,0.13%,GRIA4,1.902862198051365,0.2524948647902447,1740
lung,aggregated,1331290,0.72%,GRIK1,1.9048918600046738,0.25349100654991596,9628
lung,aggregated,1331290,0.50%,GRIK2,2.060019672780797,0.32962648918082305,6624
lung,aggregated,1331290,0.07%,GRIK3,1.8924121732026145,0.24736607665659902,918
lung,aggregated,1331290,0.76%,GRIK4,2.046129359781748,0.3228092352973871,10103
lung,aggregated,1331290,0.16%,GRIK5,2.003034746130532,0.3016587455791899,2124
lung,aggregated,1331290,0.03%,GRIN1,1.8432625361851283,0.22324383017807345,448
lung,aggregated,1331290,0.28%,GRIN2A,1.9403431165540541,0.2708901980872482,3700
lung,aggregated,1331290,0.22%,GRIN2B,1.961764732969855,0.2814037551042926,2969
lung,aggregated,1331290,0.11%,GRIN2C,1.8216662623211795,0.212644552690458,1433
lung,aggregated,1331290,0.23%,GRIN2D,1.8827454177675034,0.2426217108503894,3028
lung,aggregated,1331290,0.22%,GRIN3A,1.766877503661268,0.1857546706720693,2902
lung,aggregated,1331290,0.34%,GRIN3B,1.8116127083564455,0.20771034927739537,4507
lung,aggregated,1331290,0.76%,GRID1,2.0046590712449324,0.3024559512789367,10113
lung,aggregated,1331290,0.63%,GRID2,2.004555572641623,0.30240515499699616,8332
lung,mast cell,11351,0.00%,GRIA1,2.5722421646118163,0.5810211677497911,10
lung,mast cell,11351,0.00%,GRIA2,1.7425400018692017,0.1738100205683276,2
lung,mast cell,11351,0.00%,GRIA3,2.2654311236213234,0.43044077688194804,17
lung,mast cell,11351,0.00%,GRIA4,2.0868682861328125,0.3428035726382967,8
lung,mast cell,11351,0.01%,GRIK1,2.160304822419819,0.3788456339095553,76
lung,mast cell,11351,0.00%,GRIK2,2.095552097667347,0.34706551748510367,11
lung,mast cell,11351,,GRIK3,,,
lung,mast cell,11351,0.00%,GRIK4,2.302934408187866,0.4488470872631737,16
lung,mast cell,11351,0.00%,GRIK5,2.0311709594726564,0.31546777275409327,50
lung,mast cell,11351,0.00%,GRIN1,2.2643823623657227,0.4299260532941476,2
lung,mast cell,11351,0.00%,GRIN2A,2.460569381713867,0.5262130642220109,7
lung,mast cell,11351,0.00%,GRIN2B,2.1268954958234514,0.3624486051674627,7
lung,mast cell,11351,0.00%,GRIN2C,1.888969622160259,0.2456765002975903,19
lung,mast cell,11351,0.00%,GRIN2D,2.1377248128255206,0.36776354683885415,15
lung,mast cell,11351,0.00%,GRIN3A,1.6611034393310546,0.13384161076684425,5
lung,mast cell,11351,0.00%,GRIN3B,1.8761541843414307,0.2393867865060925,2
lung,mast cell,11351,0.00%,GRID1,2.1110363006591797,0.3546650397554232,8
lung,mast cell,11351,0.00%,GRID2,1.9937034953724255,0.29707904276958647,22
lymph node,aggregated,205985,0.00%,GRIA1,1.5936036109924316,0.1007132380005685,4
lymph node,aggregated,205985,0.00%,GRIA2,2.0181912013462613,0.3090974118774676,7
lymph node,aggregated,205985,0.01%,GRIA3,1.6803492137363978,0.1432872820280708,14
lymph node,aggregated,205985,0.00%,GRIA4,1.8723362286885579,0.23751296458407278,6
lymph node,aggregated,205985,0.01%,GRIK1,1.7587570190429687,0.18176920214423453,25
lymph node,aggregated,205985,0.00%,GRIK2,1.7894110679626465,0.19681396276662066,6
lymph node,aggregated,205985,0.00%,GRIK3,1.709359577723912,0.15752533530788623,7
lymph node,aggregated,205985,0.03%,GRIK4,1.69928228659708,0.1525794818866125,61
lymph node,aggregated,205985,0.01%,GRIK5,1.6210912557748647,0.11420395294359251,13
lymph node,aggregated,205985,0.01%,GRIN1,1.6840043385823569,0.14508118789990135,15
lymph node,aggregated,205985,0.00%,GRIN2A,1.7698942184448243,0.18723525002077263,5
lymph node,aggregated,205985,0.03%,GRIN2B,1.6488329569498699,0.12781935672040973,60
lymph node,aggregated,205985,0.01%,GRIN2C,1.6793001615084135,0.1427724156333652,13
lymph node,aggregated,205985,0.00%,GRIN2D,1.7531533771091037,0.17901897975992676,9
lymph node,aggregated,205985,0.01%,GRIN3A,1.6307592391967773,0.11894892143584616,14
lymph node,aggregated,205985,0.01%,GRIN3B,1.678640910557338,0.14244886056972583,14
lymph node,aggregated,205985,0.01%,GRID1,1.7110198627818713,0.15834018985866272,22
lymph node,aggregated,205985,0.01%,GRID2,1.848023848100142,0.22558064376500275,11
lymph node,mast cell,250,,GRIA1,,,
lymph node,mast cell,250,,GRIA2,,,
lymph node,mast cell,250,,GRIA3,,,
lymph node,mast cell,250,,GRIA4,,,
lymph node,mast cell,250,,GRIK1,,,
lymph node,mast cell,250,,GRIK2,,,
lymph node,mast cell,250,,GRIK3,,,
lymph node,mast cell,250,,GRIK4,,,
lymph node,mast cell,250,,GRIK5,,,
lymph node,mast cell,250,,GRIN1,,,
lymph node,mast cell,250,,GRIN2A,,,
lymph node,mast cell,250,,GRIN2B,,,
lymph node,mast cell,250,,GRIN2C,,,
lymph node,mast cell,250,,GRIN2D,,,
lymph node,mast cell,250,,GRIN3A,,,
lymph node,mast cell,250,,GRIN3B,,,
lymph node,mast cell,250,,GRID1,,,
lymph node,mast cell,250,,GRID2,,,
mucosa,aggregated,68646,0.28%,GRIA1,2.205334850193299,0.4009460093100956,194
mucosa,aggregated,68646,0.09%,GRIA2,2.0956241668216764,0.34710088844630954,63
mucosa,aggregated,68646,0.70%,GRIA3,1.9437085469563802,0.27254192425650453,480
mucosa,aggregated,68646,0.06%,GRIA4,2.0102263363924893,0.3051883202291467,44
mucosa,aggregated,68646,1.48%,GRIK1,2.17529945673905,0.3862048798135518,1016
mucosa,aggregated,68646,0.40%,GRIK2,2.1590696022727274,0.3782393977977243,275
mucosa,aggregated,68646,0.09%,GRIK3,2.2691860511654713,0.4322836651152165,61
mucosa,aggregated,68646,0.57%,GRIK4,2.169278501852965,0.3832498435892444,390
mucosa,aggregated,68646,0.22%,GRIK5,2.0443474264705883,0.32193467676250315,153
mucosa,aggregated,68646,0.08%,GRIN1,2.1255198887416293,0.36177346827736706,56
mucosa,aggregated,68646,0.58%,GRIN2A,2.0322692562835387,0.31600680799395187,396
mucosa,aggregated,68646,0.30%,GRIN2B,2.2388301241225093,0.41738522031176956,207
mucosa,aggregated,68646,0.11%,GRIN2C,1.935548095703125,0.26853684042573317,75
mucosa,aggregated,68646,0.30%,GRIN2D,2.0524259868421053,0.32589956920726426,209
mucosa,aggregated,68646,0.14%,GRIN3A,2.041487024185505,0.32053081433064096,94
mucosa,aggregated,68646,0.07%,GRIN3B,1.9454280308314733,0.2733858331105229,49
mucosa,aggregated,68646,1.02%,GRID1,2.0493603655734396,0.3243949869490829,697
mucosa,aggregated,68646,0.78%,GRID2,2.13723062848513,0.36752100513990954,538
mucosa,mast cell,1332,,GRIA1,,,
mucosa,mast cell,1332,,GRIA2,,,
mucosa,mast cell,1332,0.00%,GRIA3,2.107865810394287,0.35310898863748114,1
mucosa,mast cell,1332,,GRIA4,,,
mucosa,mast cell,1332,0.00%,GRIK1,2.244076728820801,0.4199602116929379,1
mucosa,mast cell,1332,,GRIK2,,,
mucosa,mast cell,1332,,GRIK3,,,
mucosa,mast cell,1332,,GRIK4,,,
mucosa,mast cell,1332,0.00%,GRIK5,2.3408474922180176,0.4674545239246284,2
mucosa,mast cell,1332,,GRIN1,,,
mucosa,mast cell,1332,,GRIN2A,,,
mucosa,mast cell,1332,0.00%,GRIN2B,1.496269941329956,0.052942655902021234,1
mucosa,mast cell,1332,0.00%,GRIN2C,1.5192679166793823,0.06422987720313776,1
mucosa,mast cell,1332,,GRIN2D,,,
mucosa,mast cell,1332,,GRIN3A,,,
mucosa,mast cell,1332,,GRIN3B,,,
mucosa,mast cell,1332,0.00%,GRID1,2.620227813720703,0.6045721383261311,1
mucosa,mast cell,1332,0.00%,GRID2,2.244076728820801,0.4199602116929379,1
musculature,aggregated,239770,0.23%,GRIA1,2.062420880353009,0.3308049825414637,540
musculature,aggregated,239770,0.22%,GRIA2,2.275506078417056,0.43538548365071217,535
musculature,aggregated,239770,0.26%,GRIA3,2.0640430481453254,0.3316011294448855,615
musculature,aggregated,239770,1.50%,GRIA4,2.132548156041028,0.36522288533110314,3589
musculature,aggregated,239770,7.36%,GRIK1,2.306291465461085,0.4504947039680194,17654
musculature,aggregated,239770,0.69%,GRIK2,2.138094868757521,0.36794516731347504,1662
musculature,aggregated,239770,0.31%,GRIK3,2.0068086279691713,0.30351093642772253,742
musculature,aggregated,239770,0.47%,GRIK4,1.998194394600265,0.2992831399849051,1132
musculature,aggregated,239770,0.23%,GRIK5,1.9476139828753427,0.27445868078941205,547
musculature,aggregated,239770,0.05%,GRIN1,2.1098087340828,0.3540625599545308,127
musculature,aggregated,239770,0.28%,GRIN2A,1.9693538314864614,0.28512842360799406,674
musculature,aggregated,239770,0.17%,GRIN2B,2.0388811940935962,0.31925189388335823,407
musculature,aggregated,239770,0.10%,GRIN2C,1.976154187260842,0.28846598351861785,245
musculature,aggregated,239770,0.27%,GRIN2D,2.009624350479459,0.30489287038552826,642
musculature,aggregated,239770,0.62%,GRIN3A,2.036361286346925,0.3180151434319415,1496
musculature,aggregated,239770,0.12%,GRIN3B,1.9707728794642858,0.2858248809404003,280
musculature,aggregated,239770,1.08%,GRID1,2.07569771136517,0.33732114440070854,2594
musculature,aggregated,239770,0.70%,GRID2,2.101004652585108,0.3497415875772821,1667
musculature,mast cell,645,,GRIA1,,,
musculature,mast cell,645,,GRIA2,,,
musculature,mast cell,645,0.00%,GRIA3,2.1169185638427734,0.35755200720781194,3
musculature,mast cell,645,0.00%,GRIA4,1.8224053382873535,0.21300728522937915,1
musculature,mast cell,645,0.01%,GRIK1,2.233057657877604,0.4145521403136602,15
musculature,mast cell,645,,GRIK2,,,
musculature,mast cell,645,0.00%,GRIK3,2.251649856567383,0.42367704187118355,1
musculature,mast cell,645,,GRIK4,,,
musculature,mast cell,645,0.00%,GRIK5,2.3310588200887046,0.4626503223856271,3
musculature,mast cell,645,,GRIN1,,,
musculature,mast cell,645,0.00%,GRIN2A,2.2560083866119385,0.4258161733561511,2
musculature,mast cell,645,,GRIN2B,,,
musculature,mast cell,645,0.00%,GRIN2C,2.1322004000345864,0.3650522094805615,3
musculature,mast cell,645,0.00%,GRIN2D,3.0127053260803223,0.7971969442234569,1
musculature,mast cell,645,,GRIN3A,,,
musculature,mast cell,645,0.00%,GRIN3B,2.396986722946167,0.49500720677063687,1
musculature,mast cell,645,0.00%,GRID1,2.0507349967956543,0.3250696448951333,2
musculature,mast cell,645,0.00%,GRID2,2.39670467376709,0.49486877930240664,4
nose,aggregated,178888,0.00%,GRIA1,2.0647254943847657,0.3319360685694668,5
nose,aggregated,178888,0.03%,GRIA2,1.8264407348632812,0.21498782540729527,50
nose,aggregated,178888,0.01%,GRIA3,1.8664532616024925,0.23462565166201327,21
nose,aggregated,178888,0.01%,GRIA4,1.6619668440385298,0.13426536285187032,11
nose,aggregated,178888,0.01%,GRIK1,1.817192840576172,0.21044903328312084,20
nose,aggregated,178888,0.47%,GRIK2,1.8242024351133652,0.21388928589537404,838
nose,aggregated,178888,,GRIK3,,,
nose,aggregated,178888,0.02%,GRIK4,1.8048183556758997,0.20437573563693556,33
nose,aggregated,178888,0.01%,GRIK5,1.7723722457885742,0.18845144590733015,16
nose,aggregated,178888,0.06%,GRIN1,1.7817549795474645,0.19305641615957864,106
nose,aggregated,178888,0.01%,GRIN2A,1.8747542886173023,0.23869972894573566,17
nose,aggregated,178888,0.00%,GRIN2B,1.926267385482788,0.26398194250550866,8
nose,aggregated,178888,0.01%,GRIN2C,1.8705110095796131,0.2366171617278357,21
nose,aggregated,178888,0.03%,GRIN2D,1.7540833095334611,0.17947538311323621,53
nose,aggregated,178888,0.01%,GRIN3A,1.8137843483372738,0.20877617271087306,19
nose,aggregated,178888,1.39%,GRIN3B,1.8475325625376355,0.22533952476292532,2491
nose,aggregated,178888,0.00%,GRID1,1.830862283706665,0.21715788601179167,8
nose,aggregated,178888,0.00%,GRID2,2.235995133717855,0.4159938298264035,3
nose,mast cell,246,,GRIA1,,,
nose,mast cell,246,,GRIA2,,,
nose,mast cell,246,0.00%,GRIA3,1.8298356533050537,0.21665402406910417,1
nose,mast cell,246,,GRIA4,,,
nose,mast cell,246,,GRIK1,,,
nose,mast cell,246,,GRIK2,,,
nose,mast cell,246,,GRIK3,,,
nose,mast cell,246,,GRIK4,,,
nose,mast cell,246,0.00%,GRIK5,2.4265637397766113,0.5095233687074919,1
nose,mast cell,246,,GRIN1,,,
nose,mast cell,246,,GRIN2A,,,
nose,mast cell,246,,GRIN2B,,,
nose,mast cell,246,,GRIN2C,,,
nose,mast cell,246,0.00%,GRIN2D,1.5011287927627563,0.055327341099652434,1
nose,mast cell,246,,GRIN3A,,,
nose,mast cell,246,,GRIN3B,,,
nose,mast cell,246,,GRID1,,,
nose,mast cell,246,,GRID2,,,
omentum,aggregated,5114,0.14%,GRIA1,2.060336249215262,0.32978186234825346,7
omentum,aggregated,5114,,GRIA2,,,
omentum,aggregated,5114,0.20%,GRIA3,2.16572265625,0.381504663171253,10
omentum,aggregated,5114,,GRIA4,,,
omentum,aggregated,5114,0.02%,GRIK1,2.284252405166626,0.4396781104621734,1
omentum,aggregated,5114,0.27%,GRIK2,2.051435743059431,0.3254135655244497,14
omentum,aggregated,5114,,GRIK3,,,
omentum,aggregated,5114,0.04%,GRIK4,1.9815495014190674,0.2911139603064727,2
omentum,aggregated,5114,0.02%,GRIK5,2.0363025665283203,0.31798632421732437,1
omentum,aggregated,5114,,GRIN1,,,
omentum,aggregated,5114,,GRIN2A,,,
omentum,aggregated,5114,,GRIN2B,,,
omentum,aggregated,5114,,GRIN2C,,,
omentum,aggregated,5114,0.02%,GRIN2D,2.7269186973571777,0.6569351657717886,1
omentum,aggregated,5114,,GRIN3A,,,
omentum,aggregated,5114,,GRIN3B,,,
omentum,aggregated,5114,0.10%,GRID1,2.495137023925781,0.5431785849504877,5
omentum,aggregated,5114,,GRID2,,,
pancreas,aggregated,115224,0.11%,GRIA1,2.179593714272104,0.3883124668668953,123
pancreas,aggregated,115224,0.36%,GRIA2,2.0430378353567145,0.32129193997843064,417
pancreas,aggregated,115224,1.13%,GRIA3,1.8578979586015565,0.2304267777697478,1301
pancreas,aggregated,115224,0.48%,GRIA4,2.1819574369801034,0.38947256295771626,556
pancreas,aggregated,115224,0.16%,GRIK1,2.2949021283318016,0.4449049089231068,187
pancreas,aggregated,115224,1.09%,GRIK2,2.2833082302690695,0.4392147170175872,1252
pancreas,aggregated,115224,0.21%,GRIK3,2.490994813012295,0.541145621154934,244
pancreas,aggregated,115224,0.09%,GRIK4,2.0474424456605815,0.32345368728398927,101
pancreas,aggregated,115224,0.43%,GRIK5,2.258717461176171,0.42714576535993065,491
pancreas,aggregated,115224,0.02%,GRIN1,2.095740966796875,0.3471582129345744,25
pancreas,aggregated,115224,0.11%,GRIN2A,1.998050570487976,0.29921255226754406,128
pancreas,aggregated,115224,0.07%,GRIN2B,2.0122007806617095,0.30615736159364954,83
pancreas,aggregated,115224,0.02%,GRIN2C,2.110489389170771,0.3543966199963792,23
pancreas,aggregated,115224,0.18%,GRIN2D,2.1931807745070686,0.3949808867331456,210
pancreas,aggregated,115224,0.12%,GRIN3A,2.1717336554276314,0.3844548132139371,133
pancreas,aggregated,115224,0.05%,GRIN3B,1.9926352665342133,0.2965547646488415,58
pancreas,aggregated,115224,0.72%,GRID1,2.3440414980233433,0.4690221162806512,830
pancreas,aggregated,115224,1.42%,GRID2,2.7081498308879572,0.6477235570892668,1640
pancreas,mast cell,53,,GRIA1,,,
pancreas,mast cell,53,,GRIA2,,,
pancreas,mast cell,53,,GRIA3,,,
pancreas,mast cell,53,,GRIA4,,,
pancreas,mast cell,53,,GRIK1,,,
pancreas,mast cell,53,,GRIK2,,,
pancreas,mast cell,53,,GRIK3,,,
pancreas,mast cell,53,,GRIK4,,,
pancreas,mast cell,53,,GRIK5,,,
pancreas,mast cell,53,,GRIN1,,,
pancreas,mast cell,53,,GRIN2A,,,
pancreas,mast cell,53,,GRIN2B,,,
pancreas,mast cell,53,,GRIN2C,,,
pancreas,mast cell,53,,GRIN2D,,,
pancreas,mast cell,53,,GRIN3A,,,
pancreas,mast cell,53,,GRIN3B,,,
pancreas,mast cell,53,,GRID1,,,
pancreas,mast cell,53,,GRID2,,,
prostate gland,aggregated,70972,0.20%,GRIA1,2.0475320750269397,0.323497676656001,145
prostate gland,aggregated,70972,0.12%,GRIA2,2.034843618219549,0.31727028412345565,88
prostate gland,aggregated,70972,0.60%,GRIA3,2.0050266505954983,0.30263635626731156,429
prostate gland,aggregated,70972,0.14%,GRIA4,2.0478805541992187,0.32366870743051834,100
prostate gland,aggregated,70972,2.87%,GRIK1,2.1573732389226894,0.3774068363114168,2034
prostate gland,aggregated,70972,3.04%,GRIK2,2.4012955608659188,0.49712194976048424,2161
prostate gland,aggregated,70972,0.22%,GRIK3,2.0709086484129324,0.3349707108279449,159
prostate gland,aggregated,70972,0.54%,GRIK4,1.9903841885653408,0.295449953689847,385
prostate gland,aggregated,70972,0.41%,GRIK5,2.0831265384203768,0.34096715296041136,292
prostate gland,aggregated,70972,0.19%,GRIN1,2.0081898703503964,0.30418883907743377,134
prostate gland,aggregated,70972,0.55%,GRIN2A,2.150651167837532,0.3741076978965259,387
prostate gland,aggregated,70972,0.23%,GRIN2B,2.006469157911976,0.3033443272544171,161
prostate gland,aggregated,70972,0.07%,GRIN2C,1.9244654728816106,0.2630975782958015,52
prostate gland,aggregated,70972,0.32%,GRIN2D,1.9596349171229772,0.28035845861931596,224
prostate gland,aggregated,70972,0.31%,GRIN3A,1.9881310202858664,0.2943441168232239,220
prostate gland,aggregated,70972,0.08%,GRIN3B,2.047297886439732,0.3233827387812601,56
prostate gland,aggregated,70972,0.81%,GRID1,2.011100729098495,0.30561746513546184,573
prostate gland,aggregated,70972,1.19%,GRID2,2.043480606440684,0.3215092484647024,844
prostate gland,mast cell,14,,GRIA1,,,
prostate gland,mast cell,14,,GRIA2,,,
prostate gland,mast cell,14,,GRIA3,,,
prostate gland,mast cell,14,,GRIA4,,,
prostate gland,mast cell,14,,GRIK1,,,
prostate gland,mast cell,14,,GRIK2,,,
prostate gland,mast cell,14,,GRIK3,,,
prostate gland,mast cell,14,,GRIK4,,,
prostate gland,mast cell,14,,GRIK5,,,
prostate gland,mast cell,14,,GRIN1,,,
prostate gland,mast cell,14,,GRIN2A,,,
prostate gland,mast cell,14,,GRIN2B,,,
prostate gland,mast cell,14,,GRIN2C,,,
prostate gland,mast cell,14,,GRIN2D,,,
prostate gland,mast cell,14,0.00%,GRIN3A,2.47597074508667,0.5337719294736892,1
prostate gland,mast cell,14,,GRIN3B,,,
prostate gland,mast cell,14,,GRID1,,,
prostate gland,mast cell,14,,GRID2,,,
skin of body,aggregated,644090,0.32%,GRIA1,1.7071852283797961,0.1564581821407017,2085
skin of body,aggregated,644090,0.07%,GRIA2,1.8072833833240327,0.20558555137745652,420
skin of body,aggregated,644090,0.30%,GRIA3,1.7119605593766396,0.15880187618022062,1906
skin of body,aggregated,644090,0.31%,GRIA4,1.732283983011902,0.16877644901466235,2006
skin of body,aggregated,644090,0.14%,GRIK1,1.9354872375954197,0.2685069717560264,917
skin of body,aggregated,644090,0.09%,GRIK2,1.846345645178883,0.22475699527105378,573
skin of body,aggregated,644090,0.59%,GRIK3,1.7416334539321956,0.17336509413330065,3794
skin of body,aggregated,644090,0.03%,GRIK4,1.8373594541807432,0.22034664501591114,222
skin of body,aggregated,644090,1.18%,GRIK5,1.7617345092741405,0.1832305303981579,7622
skin of body,aggregated,644090,0.13%,GRIN1,1.7280617626194743,0.16670421721045675,837
skin of body,aggregated,644090,0.02%,GRIN2A,1.8946151241179436,0.24844726724485827,155
skin of body,aggregated,644090,0.02%,GRIN2B,1.8903602151309742,0.24635899214140522,119
skin of body,aggregated,644090,0.07%,GRIN2C,1.709083084511546,0.1573896346634245,452
skin of body,aggregated,644090,0.07%,GRIN2D,1.8031500338455435,0.2035569367029162,453
skin of body,aggregated,644090,0.05%,GRIN3A,1.7839285663146078,0.1941231950601194,341
skin of body,aggregated,644090,0.01%,GRIN3B,1.8967358757467832,0.2494881150845361,85
skin of body,aggregated,644090,0.20%,GRID1,1.7524127960205078,0.1786555085190285,1280
skin of body,aggregated,644090,1.70%,GRID2,1.7696433321320704,0.18711211703665342,10926
skin of body,mast cell,2320,0.00%,GRIA1,1.9767542752352627,0.2887605018692341,11
skin of body,mast cell,2320,,GRIA2,,,
skin of body,mast cell,2320,,GRIA3,,,
skin of body,mast cell,2320,,GRIA4,,,
skin of body,mast cell,2320,0.00%,GRIK1,2.00335693359375,0.30181687259439594,4
skin of body,mast cell,2320,,GRIK2,,,
skin of body,mast cell,2320,0.00%,GRIK3,1.8243350982666016,0.2139543959038131,20
skin of body,mast cell,2320,0.00%,GRIK4,1.552445888519287,0.08051335889182301,1
skin of body,mast cell,2320,0.01%,GRIK5,2.069793701171875,0.33442350369089585,70
skin of body,mast cell,2320,0.00%,GRIN1,1.9338367462158204,0.2676969238638067,5
skin of body,mast cell,2320,0.00%,GRIN2A,2.645394802093506,0.6169238937711398,1
skin of body,mast cell,2320,,GRIN2B,,,
skin of body,mast cell,2320,0.00%,GRIN2C,2.6073317527770996,0.5982428553535424,1
skin of body,mast cell,2320,,GRIN2D,,,
skin of body,mast cell,2320,,GRIN3A,,,
skin of body,mast cell,2320,,GRIN3B,,,
skin of body,mast cell,2320,0.00%,GRID1,2.6073317527770996,0.5982428553535424,1
skin of body,mast cell,2320,0.01%,GRID2,2.004829770042783,0.30253972887578595,42
small intestine,aggregated,441717,0.07%,GRIA1,1.780659480049783,0.19251875381853686,317
